"","fnb_quarterly","fnb_quarterly_SA","fnb_quarterly_rate","fnb_quarterly_rate_SA"
"1",97.998,97.7476026258688,-2.44295783060566,1.37379721215026
"2",95.905,99.4222665044883,-2.13575787260965,1.85935089781212
"3",98.58,99.157328943099,2.78921849747145,-0.457792521092932
"4",99.679,95.940597630699,1.11483059444107,-3.10061053911921
"5",100.584,100.614709728029,0.907914405240824,4.61215285076197
"6",98.887,101.757841343894,-1.68714706116281,1.34449088479662
"7",100.414,100.971365322793,1.54418679907369,-0.969640105475858
"8",103.628,100.292998171254,3.20074889955584,-0.594085446900577
"9",101.247,101.558473106749,-2.29764156405605,1.2538184480963
"10",102.159,104.380543429563,0.900767430146085,2.94184058981425
"11",104.397,104.934696511149,2.19070272810031,0.390437482386074
"12",107.825,104.90004178344,3.28361926108988,-0.102823503318854
"13",104.796,105.322817963113,-2.80918154416879,0.585290305663693
"14",103.985,105.649356553793,-0.773884499408381,0.443085469434868
"15",104.373,104.920975364689,0.373130740010583,-0.793155121444183
"16",107.834,105.177424707882,3.31599168367298,0.218548849513179
"17",98.66,99.431460524721,-8.50752081903667,-5.26413454722972
"18",97.821,98.947533076953,-0.850395296979524,-0.448193025597464
"19",99.13,99.6896077393587,1.33815847312949,0.7873079184107
"20",102.894,100.484754241967,3.79703419751842,0.947233731563347
"21",101.294,102.083047478387,-1.55499834781426,1.49296606849525
"22",103.097,104.144928398111,1.77996722411989,2.06919905543434
"23",103.491,104.003590697959,0.382164369477294,-0.125221530962915
"24",108.262,105.951393962716,4.61006271076712,1.93266734796978
"25",105.923,106.729717449428,-2.16049952892058,0.708547432297082
"26",107.691,108.675417840721,1.66913701462383,1.87514191128111
"27",108.088,108.574644605487,0.368647333574757,-0.0960950131736154
"28",110.958,108.763954278102,2.65524387536082,0.120047398491642
"29",110.005,110.603845202821,-0.858883541520218,1.78538585443716
"30",109.803,110.959495265981,-0.183628016908321,0.365273906962602
"31",109.852,110.168464883635,0.0446253745343994,-0.776270947571155
"32",111.905,109.976232317954,1.86887812693442,-0.244954745390373
"33",109.813,110.176083772944,-1.8694428309727,0.298342054241077
"34",110.697,111.999847911445,0.805004871918626,1.72029484201812
"35",109.89,110.011660294347,-0.729017046532428,-1.88635541981776
"36",110.939,109.251185325336,0.954590954590948,-0.724206101823127
"37",109.115,109.269508641047,-1.64414678336743,0.0579321074104107
"38",106.908,108.49185934045,-2.02263666773587,-0.621323031569952
"39",108.467,108.401513981524,1.45826317955625,-0.18492825151996
"40",110.876,109.229155727936,2.22095199461588,0.756624540873114
"41",105.606,105.577442806951,-4.75305746960569,-3.18285521239281
"42",101.229,103.113206850193,-4.14465087210954,-2.27774139631885
"43",103.275,103.031292527834,2.02115994428475,-0.118900866370595
"44",103.061,101.456472325545,-0.207213749697408,-1.4518472315898
"45",102.553,102.471533460859,-0.492911964758745,0.963099512197896
"46",100.153,102.13703862556,-2.34025333242323,-0.318261914586691
"47",102.855,102.550851107269,2.69787225544916,0.399047066185018
"48",101.342,99.7455579942798,-1.47100286811531,-2.64375995765888
"49",102.547,102.415107660382,1.18904304237137,2.59135232596804
"50",96.229,98.3144035818715,-6.16107735964972,-3.98901840908513
"51",100.618,100.254652104632,4.56099512620935,2.10091474066274
"52",100.606,99.01923811676,-0.0119262954938485,-1.11221854244008
"53",99.632,99.4648647293499,-0.96813311333319,0.38259185744265
"54",96.128,98.2772827356695,-3.51694234784006,-1.24499342432117
"55",100.616,100.214848552523,4.66877496671105,2.10754948133039
"56",102.222,100.645252935369,1.59616760753756,0.544864398261747
"57",100.392,100.189389453131,-1.79022128308974,-0.485086259917186
"58",97.862,100.074578733738,-2.52012112518926,-0.14971637577715
"59",102.361,101.921489482746,4.5972900615152,1.93395360824969
"60",104.044,102.476916310826,1.64418088920584,0.641367591119534
"61",97.998,97.7476026258688,-2.44295783060566,1.37379721215026
"62",95.905,99.4222665044883,-2.13575787260965,1.85935089781212
"63",98.58,99.157328943099,2.78921849747145,-0.457792521092932
"64",99.679,95.940597630699,1.11483059444107,-3.10061053911921
"65",100.584,100.614709728029,0.907914405240824,4.61215285076197
"66",98.887,101.757841343894,-1.68714706116281,1.34449088479662
"67",100.414,100.971365322793,1.54418679907369,-0.969640105475858
"68",103.628,100.292998171254,3.20074889955584,-0.594085446900577
